outcome,removed_run_id,removed_strategy,removed_value,full_F,leave_one_out_F,change_in_F,full_p,leave_one_out_p,change_in_p,full_eta_squared,leave_one_out_eta_squared
normalized_target_score_pct,R-20260719-074245-6E61F985,Skill-Specific DDA,52.00729927007299,4.200919337642528,3.651439835133058,-0.5494795025094699,0.04126453932564539,0.05779744678658426,0.01653290746093887,0.1569216244573668,0.21679132808632465
normalized_target_score_pct,R-20260719-084336-9AD97336,Performance-Based DDA,79.16666666666666,4.200919337642528,4.437762476900325,0.23684313925779676,0.04126453932564539,0.035466229877555884,-0.0057983094480895045,0.1569216244573668,0.1598934286523407
normalized_target_score_pct,R-20260719-084917-0433BF01,Skill-Specific DDA,74.32885906040269,4.200919337642528,3.969272757483751,-0.23164658015877704,0.04126453932564539,0.048955065192855474,0.007690525867210085,0.1569216244573668,0.1536045086780611
normalized_target_score_pct,R-20260719-085701-11428E75,Fixed Time-Based,75.87412587412588,4.200919337642528,3.62376677761062,-0.5771525600319078,0.04126453932564539,0.06391575253009471,0.022651213204449322,0.1569216244573668,0.1574933671678972
normalized_target_score_pct,R-20260719-090242-3BA5890E,Performance-Based DDA,84.82142857142857,4.200919337642528,3.7300268954885203,-0.4708924421540077,0.04126453932564539,0.05443469818266578,0.013170158857020393,0.1569216244573668,0.13698100519036038
normalized_target_score_pct,R-20260719-090751-C6AEDFB5,Skill-Specific DDA,62.63537906137184,4.200919337642528,3.720041609135011,-0.480877728507517,0.04126453932564539,0.056561913649864425,0.015297374324219036,0.1569216244573668,0.1595228466267389
normalized_target_score_pct,R-20260719-091426-075509FD,Fixed Time-Based,59.83606557377049,4.200919337642528,4.345329844895345,0.14441050725281723,0.04126453932564539,0.03650547258672825,-0.004759066738917135,0.1569216244573668,0.1297689031058837
normalized_target_score_pct,R-20260719-092039-C2ECB570,Performance-Based DDA,77.67295597484278,4.200919337642528,4.769040863921291,0.5681215262787633,0.04126453932564539,0.02986411696000867,-0.01140042236563672,0.1569216244573668,0.16719232385655955
normalized_target_score_pct,R-20260803-131118-25C444A0,Skill-Specific DDA,83.04195804195804,4.200919337642528,4.326576235080785,0.12565689743825725,0.04126453932564539,0.03973326585210656,-0.0015312734735388259,0.1569216244573668,0.17210360317517576
normalized_target_score_pct,R-20260803-202931-74AE8E33,Performance-Based DDA,83.01587301587303,4.200919337642528,3.8782194997354584,-0.3226998379070696,0.04126453932564539,0.04920810706750179,0.007943567741856401,0.1569216244573668,0.14356014109894838
normalized_target_score_pct,R-20260803-203352-78E56646,Skill-Specific DDA,80.2588996763754,4.200919337642528,4.187732066370611,-0.013187271271917211,0.04126453932564539,0.043070033596730437,0.001805494271085048,0.1569216244573668,0.16397895148478037
normalized_target_score_pct,R-20260803-203819-9150C5FD,Fixed Time-Based,77.45098039215686,4.200919337642528,3.858587140832218,-0.34233219681031013,0.04126453932564539,0.05564801569588975,0.014383476370244362,0.1569216244573668,0.16425530552508935
normalized_target_score_pct,R-20260803-204306-D213B70C,Performance-Based DDA,79.06336088154269,4.200919337642528,4.458250556647316,0.2573312190047883,0.04126453932564539,0.035076507575211996,-0.006188031750433393,0.1569216244573668,0.1603795987706703
normalized_target_score_pct,R-20260803-204802-7FB9A22F,Skill-Specific DDA,84.06779661016948,4.200919337642528,4.3858274104307995,0.18490807278827148,0.04126453932564539,0.0383978877198526,-0.0028666516057927888,0.1569216244573668,0.1756982382293602
normalized_target_score_pct,R-20260803-205226-5A31D015,Fixed Time-Based,73.13432835820896,4.200919337642528,3.3361598723746164,-0.8647594652679116,0.04126453932564539,0.0759711372742345,0.034706597948589116,0.1569216244573668,0.14755948319784432
normalized_target_score_pct,R-20260804-075724-00D9EA4C,Performance-Based DDA,84.58781362007169,4.200919337642528,3.7455292533829705,-0.4553900842595575,0.04126453932564539,0.0538241840625419,0.01255964473689651,0.1569216244573668,0.13779657546263271
normalized_target_score_pct,R-20260804-080250-4C74E07B,Skill-Specific DDA,80.22508038585208,4.200919337642528,4.186215831989377,-0.014703505653151261,0.04126453932564539,0.04310814395678229,0.0018436046311368984,0.1569216244573668,0.16389393311516962
normalized_target_score_pct,R-20260719-084347-6A9321AA,Performance-Based DDA,79.86348122866895,4.200919337642528,4.308006093036688,0.10708675539416035,0.04126453932564539,0.03808823087989241,-0.003176308445752979,0.1569216244573668,0.1566833034974527
normalized_target_score_pct,R-20260719-085111-17A32D03,Skill-Specific DDA,72.67857142857143,4.200919337642528,3.9220886651630535,-0.27883067247947446,0.04126453932564539,0.05033225259920264,0.009067713273557251,0.1569216244573668,0.15225930664327536
normalized_target_score_pct,R-20260719-085745-B9C21BFE,Fixed Time-Based,83.90092879256966,4.200919337642528,6.018483159849391,1.8175638222068633,0.04126453932564539,0.017348138263084376,-0.023916401062561012,0.1569216244573668,0.2013631412087492
normalized_target_score_pct,R-20260719-091012-4EAD5CB0,Skill-Specific DDA,80.71672354948805,4.200919337642528,4.208629348206423,0.007710010563894976,0.04126453932564539,0.042548544431328425,0.0012840051056830365,0.1569216244573668,0.1651611348308364
normalized_target_score_pct,R-20260719-091622-92127A6F,Fixed Time-Based,75.47770700636943,4.200919337642528,3.57365754699315,-0.6272617906493778,0.04126453932564539,0.0658543762436255,0.024589836917980112,0.1569216244573668,0.15591694743931628
normalized_target_score_pct,R-20260719-092328-65D9D1AB,Performance-Based DDA,87.61682242990653,4.200919337642528,3.629253137475566,-0.5716662001669621,0.04126453932564539,0.05988726208244229,0.018622722756796904,0.1569216244573668,0.1279970655656328
normalized_target_score_pct,R-20260719-093012-4EB0A2D2,Skill-Specific DDA,79.19463087248322,4.200919337642528,4.141737172887468,-0.05918216475506011,0.04126453932564539,0.04424273024711501,0.0029781909214696214,0.1569216244573668,0.16145273412554095
normalized_target_score_pct,R-20260804-072904-22984449,Fixed Time-Based,72.94832826747721,4.200919337642528,3.3211078653863018,-0.8798114722562262,0.04126453932564539,0.07666614635116506,0.03540160702551967,0.1569216244573668,0.14696447600381085
normalized_target_score_pct,R-20260804-075051-71E20E02,Performance-Based DDA,80.11695906432749,4.200919337642528,4.264281776648071,0.06336243900554273,0.04126453932564539,0.03903590494917816,-0.0022286343764672256,0.1569216244573668,0.15554484614995198
normalized_target_score_pct,R-20260804-075716-FEF7CC7F,Skill-Specific DDA,88.38951310861424,4.200919337642528,4.701804592384522,0.500885254741994,0.04126453932564539,0.03207692002374212,-0.009187619301903267,0.1569216244573668,0.19503709591502064
wall_contact_pct,R-20260719-073723-9A82FD86,Performance-Based DDA,1.3286283697872765,1.7071320803644883,1.590156247453786,-0.11697583291070224,0.21809631428192322,0.23893234517761872,0.020836030895695495,0.09798748372355584,0.09348149093734218
wall_contact_pct,R-20260719-074245-6E61F985,Skill-Specific DDA,6.65828547482309,1.7071320803644883,1.4404718072066713,-0.26666027315781693,0.21809631428192322,0.2717392994416835,0.05364298515976029,0.09798748372355584,0.1083086567277938
wall_contact_pct,R-20260719-084336-9AD97336,Performance-Based DDA,0.13095924072213308,1.7071320803644883,1.361977469597011,-0.3451546107674772,0.21809631428192322,0.2887119704177272,0.070615656135804,0.09798748372355584,0.08056030898501473
wall_contact_pct,R-20260719-084917-0433BF01,Skill-Specific DDA,0.04000190485261203,1.7071320803644883,1.8938492573254537,0.18671717696096546,0.21809631428192322,0.18962630935382005,-0.02847000492810317,0.09798748372355584,0.11165329255226891
wall_contact_pct,R-20260719-085701-11428E75,Fixed Time-Based,1.1110158675733852,1.7071320803644883,1.9372374680755586,0.23010538771107036,0.21809631428192322,0.18734983023748442,-0.030746484044438804,0.09798748372355584,0.1220546018741849
wall_contact_pct,R-20260719-090242-3BA5890E,Performance-Based DDA,0.05333333333333334,1.7071320803644883,1.3506713665466856,-0.35646071381780264,0.21809631428192322,0.29149886789890234,0.07340255361697912,0.09798748372355584,0.07981624757300763
wall_contact_pct,R-20260719-090751-C6AEDFB5,Skill-Specific DDA,0.5533754952758305,1.7071320803644883,1.826946384047962,0.11981430368347379,0.21809631428192322,0.1998216389600044,-0.018274675321918815,0.09798748372355584,0.10726593559522107
